I'd like to make a hotel reservation.	我想 订 酒店｡	wǒ xiǎng dìng jiǔ diàn	[sound:PM3-U09-047.mp3]	[sound:PM3-U09-049.mp3]	3	9	01m23s
I'd like to reserve a room.	我想 定 一个 房间｡	wǒ xiǎng dìng yī gè fáng jiān	[sound:PM3-U09-055.mp3]	[sound:PM3-U09-056.mp3]	3	9	01m51s
Can I use a credit card?	可以用 信用卡 吗?	kě yǐ yòng xìn yòng kǎ ma	[sound:PM3-U09-060.mp3]	[sound:PM3-U09-062.mp3]	3	9	02m13s
Of course you can.	当然 可以｡	dāng rán kě yǐ	[sound:PM3-U09-066.mp3]	[sound:PM3-U09-067.mp3]	3	9	02m33s
Ask her if she likes the beach.	您 喜欢 海滩 吗｡	nín xǐ huan hǎi tān ma	[sound:PM3-U09-083.mp3]	[sound:PM3-U09-084.mp3]	3	9	03m33s
Yes, I like beaches very much.	喜欢, 我 很 喜欢 海滩｡	xǐ huan wǒ hěn xǐ huan hǎi tān	[sound:PM3-U09-086.mp3]	[sound:PM3-U09-087_PM3-U09-088.mp3]	3	9	03m48s
Next month.	下个月｡	xià gè yuè	[sound:PM3-U09-095.mp3]	[sound:PM3-U09-097.mp3]	3	9	04m19s
Next month I'm going to go to Sanya.	下个月 我要 去 三亚｡	xià gè yuè wǒ yào qù sān yà	[sound:PM3-U09-100_PM3-U09-101.mp3]	[sound:PM3-U09-102_PM3-U09-103.mp3]	3	9	04m37s
This month I'm going to take a business trip.	这个 月｡	zhè ge yuè	[sound:PM3-U09-114.mp3]	[sound:PM3-U09-115.mp3]	3	9	05m28s
Last week.	上个星期｡	shàng ge xīng qī	[sound:PM3-U09-117.mp3]	[sound:PM3-U09-119.mp3]	3	9	05m40s
Didn't you take a business trip?	您 没有 出差 吗?	nín méi yǒu chū chāi ma	[sound:PM3-U09-126.mp3]	[sound:PM3-U09-127.mp3]	3	9	06m06s
Last month, didn't you take a business trip?	上个月 您 没有 出差 吗?	shàng ge yuè nín méi yǒu chū chāi ma	[sound:PM3-U09-130_PM3-U09-131.mp3]	[sound:PM3-U09-132.mp3]	3	9	06m28s
Yes, I took a business trip to Nanjing.	出差 了, 我 出差 去 南京 了｡	chū chāi le wǒ chū chāi qù nán jīng le	[sound:PM3-U09-139.mp3]	[sound:PM3-U09-140_PM3-U09-141.mp3]	3	9	06m57s
The weather in Nanjing.	南京 的 天气｡	nán jīng de tiān qì	[sound:PM3-U09-143.mp3]	[sound:PM3-U09-144.mp3]	3	9	07m11s
How is the weather in Nanjing?	南京 的 天气 怎么样?	nán jīng de tiān qì zěn me yàng	[sound:PM3-U09-147.mp3]	[sound:PM3-U09-149.mp3]	3	9	07m31s
The weather in Nanjing was very good.	南京 的 天气 很好｡	nán jīng de tiān qì hěn hǎo	[sound:PM3-U09-158.mp3]	[sound:PM3-U09-159.mp3]	3	9	08m09s
Nanjing is a very nice place.	南京 是一个 很好 的 地方｡	nán jīng shì yī gè hěn hǎo de dì fang	[sound:PM3-U09-160.mp3]	[sound:PM3-U09-162.mp3]	3	9	08m24s
This month I'm going to go to Shanghai.	这个 月 我要 去 上海｡	zhè ge yuè wǒ yào qù shàng hǎi	[sound:PM3-U09-166.mp3]	[sound:PM3-U09-167_PM3-U09-168.mp3]	3	9	08m52s
Over there, there are a lot of beaches.	纳尔 有很多 海滩｡	nà ěr yǒu hěn duō hǎi tān	[sound:PM3-U09-172.mp3]	[sound:PM3-U09-173.mp3]	3	9	09m16s
Are you going to stay in a hotel?	您 要 住在 酒店 吗?	nín yào zhù zài jiǔ diàn ma	[sound:PM3-U09-177.mp3]	[sound:PM3-U09-178.mp3]	3	9	09m37s
Are you going to stay in a hotel?	您 要 住在 旅馆 吗?	nín yào zhù zài lǚ guǎn ma	[sound:PM3-U09-207.mp3]	[sound:PM3-U09-208.mp3]	3	9	11m16s
No, I will not stay in a hotel.	不, 我 不 住在 旅馆｡	bù wǒ bù zhù zài lǚ guǎn	[sound:PM3-U09-211.mp3]	[sound:PM3-U09-212_PM3-U09-213.mp3]	3	9	11m34s
I'm going to stay at a friends place.	我要 住在 一个 朋友 那儿｡	wǒ yào zhù zài yī gè péng you nà r5	[sound:PM3-U09-216.mp3]	[sound:PM3-U09-218.mp3]	3	9	11m55s
Last month I stayed at a hotel.	上个月 我 住在 旅馆｡	shàng ge yuè wǒ zhù zài lǚ guǎn	[sound:PM3-U09-225.mp3]	[sound:PM3-U09-226.mp3]	3	9	12m27s
This hotel.	这个 旅馆｡	zhè ge lǚ guǎn	[sound:PM3-U09-234.mp3]	[sound:PM3-U09-235.mp3]	3	9	13m06s
How was this hotel?	这个 旅馆 怎么样?	zhè ge lǚ guǎn zěn me yàng	[sound:PM3-U09-237.mp3]	[sound:PM3-U09-242.mp3]	3	9	13m25s
How did you go to Nanjing?	您 是 怎么 去 南京 的?	nín shì zěn me qù nán jīng de	[sound:PM3-U09-254.mp3]	[sound:PM3-U09-255.mp3]	3	9	14m09s
Try to answer: I took a train to Nanjing.	我 是 坐火车 去 南京 的｡	wǒ shì zuò huǒ chē qù nán jīng de	[sound:PM3-U09-259.mp3]	[sound:PM3-U09-260.mp3]	3	9	14m33s
Is your husband in?	您的 先生 在 吗?	nín de xiān sheng zài ma	[sound:PM3-U09-279.mp3]	[sound:PM3-U09-280.mp3]	3	9	15m47s
I don't know where he is.	我不知道 他在 哪儿｡	wǒ bù zhī dào tā zài nǎ r5	[sound:PM3-U09-288.mp3]	[sound:PM3-U09-289.mp3]	3	9	16m19s
To make a telephone call.	打 一个 电话｡	dǎ yī gè diàn huà	[sound:PM3-U09-304.mp3]	[sound:PM3-U09-308.mp3]	3	9	17m12s
I'll call again later.	我国 过 一会儿 在 打｡	wǒ guó guò yī huì r5 zài dǎ	[sound:PM3-U09-316.mp3]	[sound:PM3-U09-317_PM3-U09-318.mp3]	3	9	17m42s
We'll eat lunch together, okay?	我们 一起 吃午饭, 好吗?	wǒ men yī qǐ chī wǔ fàn hǎo ma	[sound:PM3-U09-325.mp3]	[sound:PM3-U09-326_PM3-U09-327.mp3]	3	9	18m10s
Where would be a good place for us to go?	我们 去 哪儿 好?	wǒ men qù nǎ r5 hǎo	[sound:PM3-U09-337.mp3]	[sound:PM3-U09-339.mp3]	3	9	18m46s
How about Quan Ju De?	全聚德 怎么样?	quán jù dé zěn me yàng	[sound:PM3-U09-341_PM3-U09-342.mp3]	[sound:PM3-U09-343.mp3]	3	9	18m57s
Their Peking duck is very delicious.	他们的 北京烤鸭 很好 吃｡	tā men de běi jīng kǎo yā hěn hǎo chī	[sound:PM3-U09-344.mp3]	[sound:PM3-U09-346.mp3]	3	9	19m11s
I'd like to reserve seats.	我想 订做｡	wǒ xiǎng dìng zuò	[sound:PM3-U09-359.mp3]	[sound:PM3-U09-361.mp3]	3	9	20m13s
We'd like to eat lunch at one o'clock.	我们 想 一点钟 吃午饭｡	wǒ men xiǎng yī diǎn zhōng chī wǔ fàn	[sound:PM3-U09-365.mp3]	[sound:PM3-U09-366.mp3]	3	9	20m32s
How does he ask you if you made a hotel reservation?	您 订 旅馆 了 吗?	nín dìng lǚ guǎn le ma	[sound:PM3-U09-383.mp3]	[sound:PM3-U09-384.mp3]	3	9	21m45s
No, not yet (reserved).	还没有 定｡	hái méi yǒu dìng	[sound:PM3-U09-389.mp3]	[sound:PM3-U09-391.mp3]	3	9	22m10s
I have to reserve a room.	我 得 定 一个 房间｡	wǒ de dìng yī gè fáng jiān	[sound:PM3-U09-395.mp3]	[sound:PM3-U09-396.mp3]	3	9	22m29s
How does he tell you that he and his wife are planning to go on a trip?	我 和 我的 太太 打算 去 旅行?	wǒ hé wǒ de tài tai dǎ suàn qù lǚ xíng	[sound:PM3-U09-398.mp3]	[sound:PM3-U09-399.mp3]	3	9	22m48s
You're planning to go where?	你们 打算 去 哪儿?	nǐ men dǎ suàn qù nǎ r5	[sound:PM3-U09-404.mp3]	[sound:PM3-U09-405.mp3]	3	9	23m17s
We're planning to go to Sanya.	我们 打算 去 三亚｡	wǒ men dǎ suàn qù sān yà	[sound:PM3-U09-412.mp3]	[sound:PM3-U09-413.mp3]	3	9	23m50s
In Sanya, there are many beaches.	三亚 有很多 海滩｡	sān yà yǒu hěn duō hǎi tān	[sound:PM3-U09-414.mp3]	[sound:PM3-U09-416.mp3]	3	9	24m04s
Where will you stay?	您 住在 那儿?	nín zhù zài nà r5	[sound:PM3-U09-418.mp3]	[sound:PM3-U09-420.mp3]	3	9	24m23s
At a friends place.	再 一个 朋友 那儿｡	zài yī gè péng you nà r5	[sound:PM3-U09-422.mp3]	[sound:PM3-U09-423.mp3]	3	9	24m36s
I like the beach very much.	我 很 喜欢 海滩｡	wǒ hěn xǐ huan hǎi tān	[sound:PM3-U09-424_PM3-U09-425.mp3]	[sound:PM3-U09-426.mp3]	3	9	24m46s
How does he ask you if you also like the beach?	您 也 喜欢 海滩 吗?	nín yě xǐ huan hǎi tān ma	[sound:PM3-U09-428.mp3]	[sound:PM3-U09-429.mp3]	3	9	25m06s
Ask Mr. Lou: What time it is now?	现在 几点 中?	xiàn zài jǐ diǎn zhōng	[sound:PM3-U09-439.mp3]	[sound:PM3-U09-440.mp3]	3	9	25m55s
Eleven o'clock.	十一 点 中｡	shí yī diǎn zhōng	[sound:PM3-U09-443.mp3]	[sound:PM3-U09-444.mp3]	3	9	26m07s
