What time is it now?	现在 几点 中?	xiàn zài jǐ diǎn zhōng	[sound:PM3-U10-026.mp3]	[sound:PM3-U10-027.mp3]	3	10	00m52s
Ten o'clock.	十 点半｡	shí diǎn zhōng	[sound:PM3-U10-028.mp3]	[sound:PM3-U10-032.mp3]	3	10	01m02s
We'll have lunch together, okay?	我们 一起 吃午饭, 好吗?	wǒ men yī qǐ chī wǔ fàn hǎo ma	[sound:PM3-U10-034.mp3]	[sound:PM3-U10-035_PM3-U10-036.mp3]	3	10	01m18s
Where will we go?	我们 去 哪儿?	wǒ men qù nǎ r5	[sound:PM3-U10-040.mp3]	[sound:PM3-U10-041.mp3]	3	10	01m35s
Last month I went to Quan Ju De.	上个月 我 去 全聚德 了｡	shàng ge yuè wǒ qù quán jù dé le	[sound:PM3-U10-052_PM3-U10-053.mp3]	[sound:PM3-U10-054.mp3]	3	10	02m14s
How was the restaurant?	饭店 怎么样?	fàn diàn zěn me yàng	[sound:PM3-U10-057.mp3]	[sound:PM3-U10-058.mp3]	3	10	02m33s
Last month I went to Chunga.	上个月 我 去 承德 了｡	shàng ge yuè wǒ qù chéng dé le	[sound:PM3-U10-080.mp3]	[sound:PM3-U10-081.mp3]	3	10	03m48s
Try to say: I stayed in a hotel.	我 住在 旅馆｡	wǒ zhù zài lǚ guǎn	[sound:PM3-U10-086.mp3]	[sound:PM3-U10-087.mp3]	3	10	04m17s
How was Chunga?	承德 怎么样?	chéng dé zěn me yàng	[sound:PM3-U10-090.mp3]	[sound:PM3-U10-091.mp3]	3	10	04m32s
Chunga is a very beautiful place.	承德 是一个 很 美 的 地方｡	chéng dé shì yī gè hěn měi de dì fang	[sound:PM3-U10-092.mp3]	[sound:PM3-U10-094.mp3]	3	10	04m44s
What will we eat?	我们 吃什么?	wǒ men chī shén me	[sound:PM3-U10-097.mp3]	[sound:PM3-U10-098.mp3]	3	10	05m05s
I‘ll eat Peking duck.	我 吃 北京烤鸭｡	wǒ chī běi jīng kǎo yā	[sound:PM3-U10-102.mp3]	[sound:PM3-U10-103.mp3]	3	10	05m21s
I too will eat Peking duck.	我 也 吃 北京烤鸭｡	wǒ yě chī běi jīng kǎo yā	[sound:PM3-U10-105.mp3]	[sound:PM3-U10-106.mp3]	3	10	05m36s
What time is it now?	现在 七点钟?	xiàn zài qī diǎn zhōng	[sound:PM3-U10-107.mp3]	[sound:PM3-U10-109.mp3]	3	10	05m47s
It's ten thirty.	十点半｡	shí diǎn bàn	[sound:PM3-U10-116.mp3]	[sound:PM3-U10-118.mp3]	3	10	06m09s
It's eleven thirty.	十一 点半｡	shí yī diǎn bàn	[sound:PM3-U10-130.mp3]	[sound:PM3-U10-131.mp3]	3	10	06m40s
How was the beach?	海滩 怎么样?	hǎi tān zěn me yàng	[sound:PM3-U10-134.mp3]	[sound:PM3-U10-135.mp3]	3	10	06m54s
Last month you took a business trip, isn't that so?	上个月 宁 出差 了, 是吧?	shàng ge yuè zhù chū chāi le shì ba	[sound:PM3-U10-144_PM3-U10-145.mp3]	[sound:PM3-U10-146.mp3]	3	10	07m23s
That's right, I took a business trip.	是的, 我 出差 了｡	shì de wǒ chū chāi le	[sound:PM3-U10-151.mp3]	[sound:PM3-U10-152_PM3-U10-153.mp3]	3	10	07m48s
On the train.	在 火车 上｡	zài huǒ chē shàng	[sound:PM3-U10-155.mp3]	[sound:PM3-U10-157.mp3]	3	10	08m01s
I had lunch on the train.	我 在 火车 上 吃午饭 了｡	wǒ zài huǒ chē shàng chī wǔ fàn le	[sound:PM3-U10-160.mp3]	[sound:PM3-U10-161.mp3]	3	10	08m16s
I'm also going to take a business trip.	我 也要 出差｡	wǒ yě yào chū chāi	[sound:PM3-U10-168.mp3]	[sound:PM3-U10-169.mp3]	3	10	08m46s
My wife is going along with me.	我的 太太 跟我 一起 去｡	wǒ de tài tai gēn wǒ yī qǐ qù	[sound:PM3-U10-171.mp3]	[sound:PM3-U10-172_PM3-U10-173.mp3]	3	10	09m00s
Are you going to stay at a hotel?	你们 要 住在 旅馆 吗?	nǐ men yào zhù zài lǚ guǎn ma	[sound:PM3-U10-178.mp3]	[sound:PM3-U10-179.mp3]	3	10	09m26s
I have to make hotel reservations.	我 得 订 旅馆｡	wǒ de dìng lǚ guǎn	[sound:PM3-U10-183.mp3]	[sound:PM3-U10-185.mp3]	3	10	09m47s
I have to reserve a room.	我 得 定 一个 房间｡	wǒ de dìng yī gè fáng jiān	[sound:PM3-U10-192.mp3]	[sound:PM3-U10-193.mp3]	3	10	10m15s
Can I use a credit card?	可以用 信用卡 吗?	kě yǐ yòng xìn yòng kǎ ma	[sound:PM3-U10-206.mp3]	[sound:PM3-U10-207.mp3]	3	10	11m01s
Yes of course you can.	当然 可以｡	dāng rán kě yǐ	[sound:PM3-U10-212.mp3]	[sound:PM3-U10-214.mp3]	3	10	11m25s
Ask her: What time it is now?	现在 几点 中?	xiàn zài jǐ diǎn zhōng	[sound:PM3-U10-217.mp3]	[sound:PM3-U10-218.mp3]	3	10	11m41s
Eleven thirty.	十一 点半｡	shí yī diǎn bàn	[sound:PM3-U10-219.mp3]	[sound:PM3-U10-221.mp3]	3	10	11m50s
It's twelve thirty.	十二 点半｡	shí èr diǎn bàn	[sound:PM3-U10-224.mp3]	[sound:PM3-U10-225.mp3]	3	10	12m02s
I'd like to make a reservation for a room.	我想 定 一个 房间｡	wǒ xiǎng dìng yī gè fáng jiān	[sound:PM3-U10-230.mp3]	[sound:PM3-U10-231.mp3]	3	10	12m20s
