I'm looking for the notebook	我 在 找 笔记本	wǒ zài zhǎo bǐ jì běn	[sound:PM3-U07-053.mp3]	[sound:PM3-U07-055.mp3]	3	7	01m42s
it's on the table	再 桌子 上	zài zhuō zi shàng	[sound:PM3-U07-057.mp3]	[sound:PM3-U07-059.mp3]	3	7	01m56s
It isn't on the table?	不再 桌子 上 吗	bù zài zhuō zi shàng ma	[sound:PM3-U07-062.mp3]	[sound:PM3-U07-063.mp3]	3	7	02m12s
no it isn't on the table	不再 桌子 上	bù zài zhuō zi shàng	[sound:PM3-U07-065.mp3]	[sound:PM3-U07-067.mp3]	3	7	02m25s
the notebook is under the table	笔记本 在 桌子 下	bǐ jì běn zài zhuō zi xià	[sound:PM3-U07-073.mp3]	[sound:PM3-U07-074_PM3-U07-075.mp3]	3	7	02m54s
the notebook is under the newspaper	笔记本 在 抱 下	bǐ jì běn zài bào xià	[sound:PM3-U07-078.mp3]	[sound:PM3-U07-079.mp3]	3	7	03m10s
Where is today's newspaper?	今天 的 包 在 哪儿	jīn tiān de bāo zài nǎ r5	[sound:PM3-U07-086.mp3]	[sound:PM3-U07-087_PM3-U07-088.mp3]	3	7	03m43s
it's next to the telephone	在 电话 的 旁边	zài diàn huà de páng biān	[sound:PM3-U07-090.mp3]	[sound:PM3-U07-091.mp3]	3	7	03m53s
I'm looking for the telephone	我 再 找 电话	wǒ zài zhǎo diàn huà	[sound:PM3-U07-098.mp3]	[sound:PM3-U07-099.mp3]	3	7	04m26s
I have to make a phone call	我 得 打 一个 电话	wǒ de dǎ yī gè diàn huà	[sound:PM3-U07-100.mp3]	[sound:PM3-U07-101.mp3]	3	7	04m36s
I have to make a hotel reservation	我 得 订 酒店	wǒ de dìng jiǔ diàn	[sound:PM3-U07-109.mp3]	[sound:PM3-U07-110.mp3]	3	7	05m09s
Where is the telephone?	电话 在 哪儿	diàn huà zài nǎ r5	[sound:PM3-U07-111.mp3]	[sound:PM3-U07-112.mp3]	3	7	05m20s
it's next to the book	在 书 的 旁边	zài shū de páng biān	[sound:PM3-U07-113.mp3]	[sound:PM3-U07-114.mp3]	3	7	05m30s
Wich book?	哪 一 本书	nǎ yī běn shū	[sound:PM3-U07-117.mp3]	[sound:PM3-U07-121.mp3]	3	7	05m48s
an English book	一本 英文 书	yī běn yīng wén shū	[sound:PM3-U07-123.mp3]	[sound:PM3-U07-125.mp3]	3	7	06m04s
ah, it's my book	啊 是 我的 书	a shì wǒ de shū	[sound:PM3-U07-127.mp3]	[sound:PM3-U07-128.mp3]	3	7	06m19s
English or Mandarin, which is easier?	英文 和 普通话 哪一个 容易	yīng wén hé pǔ tōng huà nǎ yī ge róng yì	[sound:PM3-U07-130.mp3]	[sound:PM3-U07-131_PM3-U07-132.mp3]	3	7	06m34s
Have you made a hotel reservation?	您 订 酒店 了 吗	nín dìng jiǔ diàn le ma	[sound:PM3-U07-187.mp3]	[sound:PM3-U07-188.mp3]	3	7	10m13s
Have you reserved seats?	您 静坐 了 吗	nín jìng zuò le ma	[sound:PM3-U07-192.mp3]	[sound:PM3-U07-193.mp3]	3	7	10m30s
I have not yet reserved seats	我 还没有 订做	wǒ hái méi yǒu dìng zuò	[sound:PM3-U07-195.mp3]	[sound:PM3-U07-196.mp3]	3	7	10m44s
ask her where she'd like to go to eat lunch	您 想 去 哪儿 吃午饭	nín xiǎng qù nǎ r5 chī wǔ fàn	[sound:PM3-U07-198.mp3]	[sound:PM3-U07-199.mp3]	3	7	10m59s
How about 全聚德?	全聚德 怎么样	quán jù dé zěn me yàng	[sound:PM3-U07-202_PM3-U07-203.mp3]	[sound:PM3-U07-204.mp3]	3	7	11m18s
Peking duck	北京 烤鸭	běi jīng kǎo yā	[sound:PM3-U07-207.mp3]	[sound:PM3-U07-209.mp3]	3	7	11m36s
their Peking duck is very delicious	他们的 北京烤鸭 很好 吃	tā men de běi jīng kǎo yā hěn hǎo chī	[sound:PM3-U07-212.mp3]	[sound:PM3-U07-213.mp3]	3	7	11m54s
Okay, but have you reserved seats?	好 可是 您 定做 了 吗	hǎo kě shì nín dìng zuò le ma	[sound:PM3-U07-215.mp3]	[sound:PM3-U07-216_PM3-U07-217.mp3]	3	7	12m10s
I haven't yet reserved seats	我 还没有 订做	wǒ hái méi yǒu dìng zuò	[sound:PM3-U07-223.mp3]	[sound:PM3-U07-224.mp3]	3	7	12m39s
you have to reserve seats	您 得 定 座	nín de dìng zuò	[sound:PM3-U07-227.mp3]	[sound:PM3-U07-228.mp3]	3	7	12m55s
in that case I'm going to make a telephone call now	那么 我要 现在 打 一个 电话	nà me wǒ yào xiàn zài dǎ yī gè diàn huà	[sound:PM3-U07-229.mp3]	[sound:PM3-U07-230_PM3-U07-231.mp3]	3	7	13m09s
my wife and I are planning to go on a trip	我 和 我的 太太 打算 去 旅行	wǒ hé wǒ de tài tai dǎ suàn qù lǚ xíng	[sound:PM3-U07-238.mp3]	[sound:PM3-U07-240_PM3-U07-241.mp3]	3	7	13m42s
Where are you planning to go?	你们 打算 去 哪儿	nǐ men dǎ suàn qù nǎ r5	[sound:PM3-U07-255.mp3]	[sound:PM3-U07-256.mp3]	3	7	14m34s
When are you planning to go?	你们 打算 什么 时候 去	nǐ men dǎ suàn shén me shí hou qù	[sound:PM3-U07-261.mp3]	[sound:PM3-U07-263.mp3]	3	7	15m05s
we're planning to go next year	我们 打算 明年 去	wǒ men dǎ suàn míng nián qù	[sound:PM3-U07-274.mp3]	[sound:PM3-U07-275.mp3]	3	7	15m53s
You went to Harbin last year, isn't that so?	您 去年 去 哈尔滨 了 是吧	nín qù nián qù hā ěr bīn le shì ba	[sound:PM3-U07-296_PM3-U07-297_PM3-U07-298.mp3]	[sound:PM3-U07-301_PM3-U07-302.mp3]	3	7	17m34s
Where are you going to live?	你们 要 住 哪儿	nǐ men yào zhù nǎ r5	[sound:PM3-U07-312.mp3]	[sound:PM3-U07-314.mp3]	3	7	18m11s
How long are you going to stay?	你们 要 待 多久	nǐ men yào dài duō jiǔ	[sound:PM3-U07-317.mp3]	[sound:PM3-U07-319.mp3]	3	7	18m29s
Where are you going to stay?	你们 要 住 哪儿	nǐ men yào zhù nǎ r5	[sound:PM3-U07-322.mp3]	[sound:PM3-U07-325.mp3]	3	7	18m45s
we're going to stay at the hotel	我们要 住在 酒店	wǒ men yào zhù zài jiǔ diàn	[sound:PM3-U07-327.mp3]	[sound:PM3-U07-329.mp3]	3	7	19m01s
I don't want to stay at the hotel	我 不要 住在 酒店	wǒ bù yào zhù zài jiǔ diàn	[sound:PM3-U07-338.mp3]	[sound:PM3-U07-339.mp3]	3	7	19m43s
at a friend's place	再 一个 朋友 那儿	zài yī gè péng you nà r5	[sound:PM3-U07-346.mp3]	[sound:PM3-U07-347.mp3]	3	7	20m12s
I'm going to stay at my friend's place	我要 住在 我的 朋友 那儿	wǒ yào zhù zài wǒ de péng you nà r5	[sound:PM3-U07-355.mp3]	[sound:PM3-U07-356_PM3-U07-357.mp3]	3	7	20m56s
she tells you, I went to Harbin last year	我 去年 去 哈尔滨 了	wǒ qù nián qù hā ěr bīn le	[sound:PM3-U07-365_PM3-U07-366_PM3-U07-367.mp3]	[sound:PM3-U07-368.mp3]	3	7	21m37s
Where did you stay?	您 住 哪儿 了	nǐn zhù nǎ r5 le	[sound:PM3-U07-371.mp3]	[sound:PM3-U07-372.mp3]	3	7	21m52s
at my friend's place	在 我的 朋友 那儿	zài wǒ de péng you nà r5	[sound:PM3-U07-375.mp3]	[sound:PM3-U07-376.mp3]	3	7	22m06s
I stayed at my friend's place	我 住在 我的 朋友 那儿 了	wǒ zhù zài wǒ de péng you nà r5 le	[sound:PM3-U07-378.mp3]	[sound:PM3-U07-379.mp3]	3	7	22m22s
I'm planning to go on a trip	我 打算 去 旅行	wǒ dǎ suàn qù lǚ xíng	[sound:PM3-U07-384.mp3]	[sound:PM3-U07-385.mp3]	3	7	22m48s
next month I'm going to go to Suzhou	下个月 我要 去 苏州	xià gè yuè wǒ yào qù sū zhōu	[sound:PM3-U07-388_PM3-U07-389.mp3]	[sound:PM3-U07-390_PM3-U07-391.mp3]	3	7	23m07s
next year I'm going to go to Harbin	明年 我要 去 哈尔滨	míng nián wǒ yào qù hā ěr bīn	[sound:PM3-U07-395_PM3-U07-396_PM3-U07-397.mp3]	[sound:PM3-U07-398.mp3]	3	7	23m27s
